1800, 184.71, 41
1800, 184.72, 41
1800, 184.72, 41
1800, 184.76, 41
1800, 184.79, 41
1800, 184.75, 41
1800, 184.95, 41
1800, 184.95, 41
1800, 184.91, 41
1800, 184.91, 41
1800, 184.79, 41
1800, 184.83, 41
1800, 184.87, 41
1800, 184.83, 41
1800, 184.75, 41
1800, 184.68, 41
